ID,division,crime_category,crime,report_count
1,D11,Personal Offense,Other,22
2,D11,Property Offense,Theft,1
3,D11,Personal Offense,Other,1
4,D11,Personal Offense,Robbery,1
5,D11,Property Offense,Break & Enter,23
6,D11,Property Offense,Theft,1
7,D11,Property Offense,Break & Enter,13
8,D11,Property Offense,Theft,2
9,D11,Property Offense,Break & Enter,7
10,D11,Property Offense,Theft,1
11,D11,Personal Offense,Robbery,1
12,D11,Property Offense,Break & Enter,8
13,D12,Property Offense,Break & Enter,4
14,D11,Controlled Substances,Other,14
15,D12,Property Offense,Theft,39
16,D11,Property Offense,Theft,2
17,D11,Personal Offense,Robbery,1
18,D11,Property Offense,Break & Enter,5
19,D12,Property Offense,Fraud,21
20,D11,Property Offense,Theft,4
21,D12,Property Offense,Theft,9
22,D11,Controlled Substances,Other,20
23,D11,Personal Offense,Robbery,1
24,D11,Property Offense,Break & Enter,7
25,D12,Property Offense,Fraud,42
26,D11,Property Offense,Theft,1
27,D12,Property Offense,Theft,20
28,D11,Controlled Substances,Other,20
29,D11,Personal Offense,Robbery,1
30,D11,Property Offense,Break & Enter,13
31,D12,Property Offense,Fraud,6
32,D11,Property Offense,Theft,372
33,D12,Property Offense,Theft,7
34,D11,Controlled Substances,Other,11
35,D11,Personal Offense,Robbery,1
36,D11,Property Offense,Break & Enter,6
37,D11,Property Offense,Theft,147
38,D12,Property Offense,Theft,27
39,D12,Personal Offense,Assault,67
40,D12,Property Offense,Fraud,27
41,D11,Other,Other,1
42,D11,Controlled Substances,Other,56
43,D11,Property Offense,Break & Enter,3
44,D11,Personal Offense,Robbery,1
45,D11,Property Offense,Theft,166
46,D12,Property Offense,Theft,19
47,D12,Personal Offense,Assault,17
48,D12,Property Offense,Fraud,17
49,D11,Controlled Substances,Other,9
50,D11,Other,Other,37
51,D11,Property Offense,Break & Enter,4
52,D11,Personal Offense,Robbery,10
53,D12,Personal Offense,Assault,84
54,D11,Property Offense,Theft,252
55,D12,Property Offense,Theft,47
56,D12,Property Offense,Fraud,15
57,D11,Personal Offense,Robbery,14
58,D11,Property Offense,Theft,200
59,D12,Property Offense,Theft,7
60,D12,Personal Offense,Assault,14
61,D11,Property Offense,Break & Enter,1
62,D11,Other,Other,43
63,D11,Controlled Substances,Other,6
64,D12,Property Offense,Theft,55
65,D12,Personal Offense,Assault,24
66,D11,Property Offense,Break & Enter,1
67,D11,Other,Other,46
68,D12,Property Offense,Fraud,5
69,D11,Personal Offense,Robbery,24
70,D11,Property Offense,Theft,39
71,D11,Controlled Substances,Other,4
72,D12,Property Offense,Theft,7
73,D12,Personal Offense,Assault,112
74,D11,Property Offense,Break & Enter,1
75,D11,Other,Other,57
76,D12,Property Offense,Fraud,14
77,D11,Personal Offense,Robbery,8
78,D11,Property Offense,Theft,55
79,D11,Controlled Substances,Other,30
80,D12,Property Offense,Break & Enter,8
81,D12,Personal Offense,Assault,41
82,D11,Property Offense,Break & Enter,3
83,D11,Other,Other,102
84,D12,Property Offense,Fraud,26
85,D11,Personal Offense,Robbery,20
86,D11,Property Offense,Theft,9
87,D11,Controlled Substances,Other,7
88,D12,Property Offense,Break & Enter,5
89,D12,Personal Offense,Assault,153
90,D11,Property Offense,Break & Enter,5
91,D11,Other,Other,18
92,D12,Property Offense,Fraud,11
93,D11,Personal Offense,Robbery,1
94,D11,Property Offense,Theft,106
95,D11,Controlled Substances,Other,8
96,D12,Property Offense,Break & Enter,1
97,D12,Personal Offense,Assault,30
98,D12,Property Offense,Fraud,45
99,D11,Property Offense,Break & Enter,2
100,D12,Property Offense,Fraud,3
101,D11,Property Offense,Theft,186
102,D11,Property Offense,Break & Enter,3
103,D12,Property Offense,Other,34
104,D11,Controlled Substances,Other,15
105,D12,Property Offense,Break & Enter,9
106,D11,Personal Offense,Robbery,8
107,D12,Personal Offense,Attempt Murder,1
108,D11,Other,Other,11
109,D11,Property Offense,Theft,7
110,D12,Property Offense,Break & Enter,2
111,D11,Personal Offense,Robbery,4
112,D11,Property Offense,Theft,144
113,D12,Property Offense,Other,71
114,D11,Property Offense,Fraud,1
115,D11,Other,Other,3
116,D12,Personal Offense,Attempt Murder,4
117,D11,Property Offense,Theft,8
118,D12,Property Offense,Break & Enter,12
119,D11,Personal Offense,Robbery,1
120,D11,Property Offense,Theft,45
121,D12,Property Offense,Other,14
122,D11,Property Offense,Fraud,37
123,D11,Other,Other,9
124,D12,Personal Offense,Attempt Murder,1
125,D11,Property Offense,Theft,19
126,D12,Property Offense,Break & Enter,2
127,D11,Personal Offense,Robbery,21
128,D11,Property Offense,Theft,1
129,D12,Property Offense,Other,39
130,D11,Property Offense,Fraud,19
131,D11,Other,Other,87
132,D12,Personal Offense,Other,28
133,D11,Property Offense,Theft,16
134,D12,Property Offense,Break & Enter,10
135,D11,Personal Offense,Robbery,9
136,D11,Property Offense,Theft,51
137,D12,Property Offense,Other,17
138,D11,Property Offense,Fraud,37
139,D11,Other,Other,32
140,D12,Personal Offense,Other,30
141,D11,Property Offense,Theft,15
142,D12,Property Offense,Break & Enter,10
143,D11,Personal Offense,Robbery,3
144,D11,Personal Offense,Robbery,4
145,D11,Personal Offense,Sexual Violation,1
146,D11,Personal Offense,Sexual Violation,6
147,D11,Personal Offense,Sexual Violation,9
148,D11,Personal Offense,Sexual Violation,12
149,D11,Personal Offense,Sexual Violation,8
150,D11,Personal Offense,Sexual Violation,16
151,D11,Personal Offense,Sexual Violation,2
152,D11,Personal Offense,Sexual Violation,3
153,D11,Personal Offense,Sexual Violation,4
154,D11,Personal Offense,Sexual Violation,1
155,D11,Personal Offense,Sexual Violation,15
156,D11,Personal Offense,Sexual Violation,5
157,D11,Personal Offense,Sexual Violation,2
158,D11,Personal Offense,Sexual Violation,10
159,D11,Traffic Violation,Other,3
160,D11,Traffic Violation,Other,1
161,D11,Traffic Violation,Other,5
162,D11,Traffic Violation,Other,27
163,D11,Traffic Violation,Other,7
164,D11,Traffic Violation,Other,7
165,D11,Traffic Violation,Other,4
166,D11,Traffic Violation,Other,3
167,D11,Traffic Violation,Other,1
168,D11,Traffic Violation,Other,1
169,D11,Traffic Violation,Other,5
170,D11,Traffic Violation,Other,7
171,D11,Traffic Violation,Other,7
172,D11,Traffic Violation,Other,9
173,D11,Property Offense,Fraud,27
174,D11,Personal Offense,Assault,61
175,D12,Property Offense,Other,40
176,D12,Property Offense,Break & Enter,17
177,D12,Personal Offense,Other,2
178,D11,Other,Other,10
179,D11,Property Offense,Fraud,30
180,D11,Personal Offense,Assault,73
181,D12,Property Offense,Other,6
182,D12,Property Offense,Break & Enter,5
183,D12,Personal Offense,Other,18
184,D11,Other,Other,60
185,D11,Property Offense,Fraud,8
186,D11,Personal Offense,Assault,80
187,D12,Property Offense,Other,19
188,D12,Property Offense,Break & Enter,7
189,D12,Personal Offense,Other,1
190,D12,Personal Offense,Other,6
191,D12,Personal Offense,Other,17
192,D12,Personal Offense,Other,4
193,D12,Personal Offense,Other,7
194,D12,Personal Offense,Other,26
195,D12,Personal Offense,Other,11
196,D12,Personal Offense,Other,44
197,D12,Personal Offense,Other,5
198,D12,Personal Offense,Robbery,2
199,D12,Personal Offense,Robbery,1
200,D12,Personal Offense,Robbery,14
201,D12,Personal Offense,Robbery,32
202,D12,Personal Offense,Robbery,5
203,D12,Personal Offense,Robbery,32
204,D12,Personal Offense,Robbery,7
205,D12,Personal Offense,Robbery,20
206,D12,Personal Offense,Robbery,2
207,D12,Personal Offense,Robbery,5
208,D12,Personal Offense,Robbery,34
209,D12,Personal Offense,Robbery,13
210,D12,Personal Offense,Robbery,30
211,D12,Personal Offense,Robbery,6
212,D12,Personal Offense,Sexual Violation,5
213,D12,Personal Offense,Sexual Violation,15
214,D12,Personal Offense,Sexual Violation,1
215,D12,Personal Offense,Sexual Violation,8
216,D12,Personal Offense,Sexual Violation,1
217,D12,Personal Offense,Sexual Violation,8
218,D12,Personal Offense,Sexual Violation,5
219,D12,Personal Offense,Sexual Violation,6
220,D12,Personal Offense,Sexual Violation,4
221,D12,Personal Offense,Sexual Violation,19
222,D12,Personal Offense,Sexual Violation,7
223,D12,Property Offense,Other,80
224,D11,Property Offense,Fraud,9
225,D11,Personal Offense,Assault,77
226,D12,Property Offense,Break & Enter,4
227,D12,Property Offense,Other,36
228,D11,Property Offense,Fraud,2
229,D11,Personal Offense,Assault,123
230,D12,Property Offense,Break & Enter,3
231,D12,Property Offense,Other,94
232,D11,Property Offense,Fraud,8
233,D11,Personal Offense,Assault,1
234,D12,Property Offense,Break & Enter,1
235,D12,Property Offense,Other,23
236,D12,Property Offense,Theft,2
237,D12,Property Offense,Theft,5
238,D12,Property Offense,Theft,1
239,D12,Property Offense,Theft,4
240,D12,Property Offense,Theft,2
241,D12,Property Offense,Theft,7
242,D12,Property Offense,Theft,1
243,D12,Property Offense,Theft,4
244,D12,Property Offense,Theft,1
245,D12,Property Offense,Theft,50
246,D12,Property Offense,Theft,279
247,D12,Property Offense,Theft,56
248,D12,Property Offense,Theft,65
249,D12,Property Offense,Theft,1
250,D12,Property Offense,Theft,21
251,D12,Property Offense,Theft,68
252,D12,Property Offense,Theft,6
253,D12,Property Offense,Theft,197
254,D12,Property Offense,Theft,137
255,D12,Property Offense,Theft,47
256,D12,Property Offense,Theft,166
257,D12,Property Offense,Theft,26
258,D12,Personal Offense,Assault,53
259,D12,Personal Offense,Assault,82
260,D12,Personal Offense,Assault,17
261,D11,Other,Other,1
262,D11,Property Offense,Fraud,21
263,D11,Personal Offense,Assault,26
264,D11,Other,Other,1
265,D12,Property Offense,Break & Enter,2
266,D11,Property Offense,Fraud,15
267,D11,Personal Offense,Assault,23
268,D11,Other,Other,3
269,D12,Property Offense,Break & Enter,1
270,D11,Property Offense,Fraud,2
271,D11,Personal Offense,Assault,5
272,D11,Other,Other,6
273,D12,Property Offense,Break & Enter,3
274,D11,Property Offense,Fraud,16
275,D11,Personal Offense,Assault,7
276,D11,Other,Other,8
277,D12,Property Offense,Break & Enter,7
278,D11,Property Offense,Other,2
279,D11,Personal Offense,Assault,69
280,D12,Property Offense,Break & Enter,2
281,D11,Other,Other,6
282,D11,Property Offense,Other,74
283,D11,Personal Offense,Assault,26
284,D12,Property Offense,Break & Enter,6
285,D11,Other,Other,3
286,D11,Property Offense,Other,67
287,D11,Personal Offense,Assault,21
288,D12,Property Offense,Break & Enter,6
289,D11,Other,Other,8
290,D11,Property Offense,Other,85
291,D11,Personal Offense,Assault,1
292,D12,Property Offense,Break & Enter,9
293,D11,Other,Other,3
294,D11,Property Offense,Other,77
295,D11,Personal Offense,Assault,54
296,D12,Property Offense,Break & Enter,4
297,D11,Other,Other,1
298,D11,Property Offense,Other,94
299,D11,Personal Offense,Attempt Murder,1
300,D12,Property Offense,Break & Enter,10
301,D11,Other,Other,7
302,D11,Property Offense,Other,23
303,D11,Personal Offense,Other,13
304,D12,Property Offense,Break & Enter,10
305,D11,Other,Other,1
306,D11,Property Offense,Other,25
307,D11,Personal Offense,Other,26
308,D12,Property Offense,Break & Enter,3
309,D11,Other,Other,1
310,D11,Property Offense,Other,9
311,D11,Personal Offense,Other,23
312,D12,Property Offense,Break & Enter,16
313,D11,Other,Other,1
314,D11,Property Offense,Other,4
315,D11,Personal Offense,Other,15
316,D12,Property Offense,Break & Enter,12
317,D11,Other,Other,2
318,D11,Property Offense,Other,74
319,D11,Personal Offense,Other,29
320,D12,Property Offense,Break & Enter,7
321,D11,Other,Other,3
322,D11,Personal Offense,Other,7
323,D11,Property Offense,Other,39
324,D12,Property Offense,Break & Enter,6
325,D11,Other,Other,3
326,D11,Property Offense,Other,10
327,D11,Personal Offense,Other,4
328,D12,Property Offense,Break & Enter,7
329,D11,Other,Other,1
330,D11,Property Offense,Other,45
331,D11,Personal Offense,Other,1
332,D12,Property Offense,Break & Enter,1
333,D11,Other,Other,1
334,D11,Property Offense,Theft,6
335,D11,Personal Offense,Other,5
336,D12,Property Offense,Break & Enter,2
337,D11,Other,Other,4
338,D11,Property Offense,Theft,5
339,D11,Personal Offense,Other,3
340,D12,Property Offense,Break & Enter,1
341,D11,Other,Other,3
342,D11,Property Offense,Theft,8
343,D11,Personal Offense,Other,18
344,D12,Property Offense,Break & Enter,1
345,D11,Other,Other,1
346,D11,Property Offense,Theft,4
347,D11,Personal Offense,Other,13
348,D12,Property Offense,Break & Enter,1
349,D11,Other,Other,1
350,D11,Property Offense,Theft,2
351,D11,Personal Offense,Other,2
352,D12,Property Offense,Break & Enter,1
353,D12,Controlled Substances,Other,24
354,D12,Property Offense,Break & Enter,6
355,D12,Controlled Substances,Other,42
356,D12,Property Offense,Break & Enter,2
357,D12,Controlled Substances,Other,9
358,D12,Controlled Substances,Other,19
359,D12,Controlled Substances,Other,11
360,D12,Controlled Substances,Other,52
361,D12,Controlled Substances,Other,13
362,D12,Controlled Substances,Other,16
363,D12,Controlled Substances,Other,37
364,D12,Controlled Substances,Other,24
365,D12,Controlled Substances,Other,63
366,D12,Controlled Substances,Other,13
367,D12,Property Offense,Theft,10
368,D11,Property Offense,Theft,7
369,D11,Property Offense,Theft,3
370,D11,Property Offense,Theft,1
371,D11,Property Offense,Theft,1
372,D11,Property Offense,Theft,12
373,D11,Property Offense,Theft,15
374,D11,Property Offense,Theft,4
375,D11,Property Offense,Theft,16
376,D11,Property Offense,Break & Enter,12
377,D11,Property Offense,Break & Enter,11
378,D11,Property Offense,Break & Enter,9
379,D11,Property Offense,Break & Enter,6
380,D11,Property Offense,Break & Enter,19
381,D11,Property Offense,Break & Enter,3
382,D11,Property Offense,Break & Enter,3
383,D11,Property Offense,Break & Enter,2
384,D11,Property Offense,Break & Enter,13
385,D11,Property Offense,Break & Enter,1
386,D11,Property Offense,Break & Enter,6
387,D11,Property Offense,Break & Enter,2
388,D11,Property Offense,Break & Enter,1
389,D11,Property Offense,Break & Enter,10
390,D11,Property Offense,Break & Enter,7
391,D11,Property Offense,Break & Enter,5
392,D11,Property Offense,Break & Enter,5
393,D11,Property Offense,Break & Enter,2
394,D11,Property Offense,Break & Enter,2
395,D11,Property Offense,Break & Enter,13
396,D11,Property Offense,Break & Enter,6
397,D11,Property Offense,Break & Enter,1
398,D11,Property Offense,Break & Enter,4
399,D11,Property Offense,Break & Enter,2
400,D11,Property Offense,Break & Enter,5
401,D13,Other,Other,1
402,D13,Other,Other,27
403,D13,Other,Other,5
404,D13,Property Offense,Theft,5
405,D13,Other,Other,6
406,D13,Other,Other,85
407,D13,Other,Other,37
408,D14,Property Offense,Theft,13
409,D13,Other,Other,19
410,D13,Personal Offense,Other,7
411,D13,Property Offense,Break & Enter,12
412,D14,Property Offense,Break & Enter,4
413,D13,Controlled Substances,Other,23
414,D13,Property Offense,Theft,1
415,D13,Other,Other,5
416,D13,Property Offense,Theft,2
417,D13,Controlled Substances,Other,12
418,D14,Property Offense,Theft,8
419,D14,Property Offense,Break & Enter,4
420,D13,Personal Offense,Other,2
421,D13,Other,Other,2
422,D13,Property Offense,Theft,3
423,D13,Property Offense,Break & Enter,20
424,D13,Controlled Substances,Other,6
425,D14,Property Offense,Theft,15
426,D14,Property Offense,Break & Enter,1
427,D13,Personal Offense,Other,29
428,D13,Other,Other,3
429,D13,Property Offense,Theft,2
430,D13,Property Offense,Break & Enter,9
431,D13,Controlled Substances,Other,33
432,D14,Property Offense,Theft,12
433,D14,Property Offense,Break & Enter,2
434,D13,Personal Offense,Other,19
435,D13,Other,Other,1
436,D13,Controlled Substances,Other,3
437,D14,Property Offense,Break & Enter,17
438,D13,Property Offense,Theft,4
439,D13,Property Offense,Break & Enter,15
440,D13,Personal Offense,Other,14
441,D14,Property Offense,Fraud,25
442,D13,Other,Other,3
443,D13,Personal Offense,Robbery,2
444,D13,Property Offense,Break & Enter,10
445,D14,Property Offense,Break & Enter,6
446,D14,Property Offense,Fraud,24
447,D13,Property Offense,Theft,3
448,D13,Controlled Substances,Other,1
449,D13,Other,Other,1
450,D13,Personal Offense,Robbery,1
451,D13,Property Offense,Break & Enter,17
452,D14,Property Offense,Break & Enter,2
453,D14,Property Offense,Fraud,4
454,D13,Property Offense,Theft,3
455,D13,Controlled Substances,Other,5
456,D13,Other,Other,7
457,D13,Personal Offense,Robbery,12
458,D13,Property Offense,Break & Enter,17
459,D14,Property Offense,Break & Enter,16
460,D14,Property Offense,Fraud,44
461,D13,Property Offense,Theft,2
462,D13,Controlled Substances,Other,11
463,D13,Other,Other,3
464,D13,Personal Offense,Robbery,13
465,D13,Property Offense,Break & Enter,17
466,D14,Property Offense,Break & Enter,6
467,D14,Property Offense,Fraud,15
468,D13,Property Offense,Theft,3
469,D13,Controlled Substances,Other,4
470,D13,Other,Other,5
471,D13,Personal Offense,Robbery,8
472,D13,Property Offense,Break & Enter,3
473,D14,Property Offense,Break & Enter,17
474,D14,Property Offense,Fraud,29
475,D13,Property Offense,Theft,6
476,D13,Controlled Substances,Other,11
477,D13,Other,Other,3
478,D13,Personal Offense,Robbery,15
479,D13,Personal Offense,Robbery,6
480,D13,Personal Offense,Robbery,2
481,D13,Personal Offense,Robbery,3
482,D13,Personal Offense,Robbery,4
483,D13,Personal Offense,Robbery,2
484,D13,Personal Offense,Robbery,1
485,D13,Personal Offense,Robbery,36
486,D13,Personal Offense,Robbery,13
487,D13,Personal Offense,Robbery,11
488,D13,Personal Offense,Sexual Violation,5
489,D13,Personal Offense,Sexual Violation,6
490,D13,Personal Offense,Sexual Violation,1
491,D13,Personal Offense,Sexual Violation,12
492,D13,Personal Offense,Sexual Violation,3
493,D13,Personal Offense,Sexual Violation,2
494,D13,Personal Offense,Sexual Violation,9
495,D13,Personal Offense,Sexual Violation,2
496,D13,Personal Offense,Sexual Violation,13
497,D13,Personal Offense,Sexual Violation,11
498,D13,Personal Offense,Sexual Violation,3
499,D13,Traffic Violation,Other,14
500,D13,Traffic Violation,Other,13
501,D13,Traffic Violation,Other,5
502,D13,Traffic Violation,Other,13
503,D13,Traffic Violation,Other,1
504,D13,Traffic Violation,Other,2
505,D13,Traffic Violation,Other,7
506,D13,Traffic Violation,Other,7
507,D13,Traffic Violation,Other,11
508,D13,Traffic Violation,Other,2
509,D13,Traffic Violation,Other,13
510,D13,Traffic Violation,Other,4
511,D13,Traffic Violation,Other,10
512,D13,Other,Other,32
513,D13,Other,Other,28
514,D13,Other,Other,25
515,D13,Other,Other,51
516,D13,Other,Other,3
517,D13,Other,Other,7
518,D12,Personal Offense,Sexual Violation,18
519,D13,Other,Other,4
520,D13,Controlled Substances,Other,35
521,D13,Property Offense,Theft,143
522,D14,Property Offense,Break & Enter,5
523,D14,Property Offense,Fraud,19
524,D12,Personal Offense,Sexual Violation,1
525,D13,Other,Other,2
526,D13,Other,Other,2
527,D13,Other,Other,1
528,D13,Other,Other,7
529,D13,Other,Other,3
530,D13,Other,Other,2
531,D14,Controlled Substances,Other,22
532,D14,Controlled Substances,Other,34
533,D14,Controlled Substances,Other,7
534,D14,Controlled Substances,Other,39
535,D14,Controlled Substances,Other,12
536,D14,Controlled Substances,Other,151
537,D14,Controlled Substances,Other,15
538,D14,Controlled Substances,Other,10
539,D14,Controlled Substances,Other,21
540,D14,Controlled Substances,Other,66
541,D14,Controlled Substances,Other,1
542,D14,Controlled Substances,Other,44
543,D14,Controlled Substances,Other,34
544,D14,Controlled Substances,Other,51
545,D14,Controlled Substances,Other,47
546,D14,Property Offense,Theft,8
547,D14,Property Offense,Theft,8
548,D14,Property Offense,Theft,5
549,D14,Property Offense,Theft,10
550,D14,Property Offense,Theft,3
551,D14,Property Offense,Theft,1
552,D14,Property Offense,Theft,13
553,D14,Property Offense,Theft,8
554,D14,Property Offense,Theft,1
555,D14,Property Offense,Theft,14
556,D14,Property Offense,Theft,9
557,D13,Property Offense,Break & Enter,1
558,D13,Property Offense,Theft,52
559,D14,Property Offense,Break & Enter,1
560,D13,Controlled Substances,Other,10
561,D12,Traffic Violation,Other,9
562,D13,Property Offense,Theft,99
563,D14,Property Offense,Break & Enter,12
564,D13,Property Offense,Break & Enter,10
565,D13,Controlled Substances,Other,14
566,D12,Traffic Violation,Other,24
567,D13,Property Offense,Theft,102
568,D14,Property Offense,Break & Enter,20
569,D13,Property Offense,Break & Enter,18
570,D13,Property Offense,Theft,15
571,D13,Property Offense,Theft,11
572,D13,Property Offense,Theft,1
573,D13,Property Offense,Theft,16
574,D13,Property Offense,Theft,7
575,D13,Property Offense,Theft,7
576,D13,Property Offense,Theft,3
577,D13,Property Offense,Theft,12
578,D13,Property Offense,Theft,4
579,D13,Property Offense,Theft,4
580,D13,Property Offense,Theft,21
581,D13,Property Offense,Theft,5
582,D13,Property Offense,Theft,21
583,D13,Property Offense,Break & Enter,13
584,D13,Property Offense,Break & Enter,5
585,D13,Property Offense,Break & Enter,1
586,D13,Property Offense,Break & Enter,5
587,D13,Property Offense,Break & Enter,3
588,D13,Property Offense,Break & Enter,2
589,D13,Property Offense,Break & Enter,1
590,D13,Property Offense,Break & Enter,10
591,D13,Property Offense,Break & Enter,1
592,D13,Property Offense,Break & Enter,2
593,D13,Property Offense,Break & Enter,10
594,D13,Property Offense,Break & Enter,4
595,D13,Property Offense,Break & Enter,5
596,D13,Property Offense,Break & Enter,15
597,D13,Property Offense,Break & Enter,2
598,D13,Property Offense,Break & Enter,1
599,D13,Property Offense,Break & Enter,9
600,D13,Property Offense,Break & Enter,1
601,D13,Property Offense,Break & Enter,2
602,D13,Property Offense,Break & Enter,2
603,D13,Property Offense,Break & Enter,1
604,D13,Property Offense,Break & Enter,5
605,D13,Property Offense,Break & Enter,8
606,D13,Property Offense,Break & Enter,4
607,D14,Property Offense,Fraud,10
608,D12,Traffic Violation,Other,3
609,D13,Property Offense,Theft,19
610,D14,Property Offense,Break & Enter,14
611,D14,Property Offense,Fraud,28
612,D12,Traffic Violation,Other,13
613,D13,Property Offense,Theft,33
614,D13,Property Offense,Break & Enter,11
615,D14,Property Offense,Break & Enter,16
616,D14,Property Offense,Fraud,27
617,D12,Traffic Violation,Other,7
618,D14,Property Offense,Break & Enter,20
619,D13,Property Offense,Break & Enter,3
620,D13,Property Offense,Theft,37
621,D13,Property Offense,Break & Enter,1
622,D14,Property Offense,Break & Enter,19
623,D14,Property Offense,Fraud,1
624,D12,Traffic Violation,Other,11
625,D13,Property Offense,Theft,138
626,D13,Property Offense,Break & Enter,2
627,D14,Property Offense,Break & Enter,26
628,D14,Property Offense,Fraud,28
629,D12,Traffic Violation,Other,1
630,D13,Property Offense,Theft,26
631,D13,Property Offense,Break & Enter,5
632,D14,Property Offense,Break & Enter,12
633,D14,Property Offense,Fraud,14
634,D12,Traffic Violation,Other,2
635,D13,Property Offense,Theft,14
636,D13,Property Offense,Break & Enter,2
637,D14,Property Offense,Break & Enter,1
638,D14,Property Offense,Break & Enter,8
639,D14,Property Offense,Break & Enter,7
640,D14,Property Offense,Break & Enter,17
641,D14,Property Offense,Break & Enter,12
642,D14,Property Offense,Break & Enter,20
643,D14,Property Offense,Break & Enter,16
644,D14,Property Offense,Break & Enter,28
645,D14,Property Offense,Break & Enter,20
646,D14,Property Offense,Break & Enter,21
647,D14,Property Offense,Break & Enter,9
648,D14,Property Offense,Break & Enter,13
649,D14,Property Offense,Break & Enter,20
650,D14,Property Offense,Break & Enter,6
651,D14,Property Offense,Break & Enter,1
652,D14,Property Offense,Break & Enter,9
653,D14,Property Offense,Break & Enter,5
654,D14,Property Offense,Break & Enter,17
655,D14,Property Offense,Break & Enter,5
656,D14,Property Offense,Break & Enter,22
657,D14,Property Offense,Break & Enter,11
658,D14,Property Offense,Break & Enter,1
659,D14,Property Offense,Break & Enter,4
660,D14,Property Offense,Break & Enter,4
661,D14,Property Offense,Break & Enter,8
662,D14,Property Offense,Break & Enter,1
663,D14,Property Offense,Break & Enter,2
664,D14,Property Offense,Break & Enter,6
665,D14,Property Offense,Break & Enter,5
666,D14,Property Offense,Break & Enter,2
667,D13,Property Offense,Theft,131
668,D14,Property Offense,Fraud,33
669,D12,Traffic Violation,Other,12
670,D13,Property Offense,Theft,113
671,D13,Property Offense,Break & Enter,1
672,D14,Property Offense,Fraud,55
673,D12,Traffic Violation,Other,8
674,D13,Property Offense,Theft,118
675,D13,Property Offense,Break & Enter,1
676,D14,Property Offense,Other,88
677,D12,Traffic Violation,Other,10
678,D13,Personal Offense,Assault,1
679,D14,Property Offense,Other,1
680,D13,Property Offense,Break & Enter,1
681,D14,Property Offense,Other,58
682,D12,Traffic Violation,Other,6
683,D13,Personal Offense,Assault,54
684,D14,Property Offense,Other,19
685,D13,Property Offense,Fraud,29
686,D12,Other,Other,41
687,D13,Personal Offense,Assault,53
688,D14,Property Offense,Other,77
689,D13,Property Offense,Fraud,15
690,D12,Other,Other,52
691,D13,Personal Offense,Assault,17
692,D14,Property Offense,Other,36
693,D13,Property Offense,Fraud,3
694,D12,Other,Other,2
695,D13,Personal Offense,Assault,66
696,D14,Property Offense,Other,135
697,D13,Property Offense,Fraud,33
698,D12,Other,Other,8
699,D13,Personal Offense,Assault,7
700,D14,Property Offense,Other,46
701,D13,Property Offense,Fraud,9
702,D12,Other,Other,14
703,D13,Personal Offense,Assault,4
704,D14,Property Offense,Other,13
705,D13,Property Offense,Fraud,4
706,D12,Other,Other,26
707,D13,Personal Offense,Assault,17
708,D14,Property Offense,Other,75
709,D13,Property Offense,Fraud,8
710,D12,Other,Other,12
711,D13,Personal Offense,Assault,33
712,D14,Property Offense,Other,100
713,D13,Property Offense,Fraud,26
714,D12,Other,Other,38
715,D13,Personal Offense,Assault,15
716,D14,Property Offense,Other,114
717,D13,Property Offense,Fraud,1
718,D12,Other,Other,9
719,D13,Personal Offense,Assault,1
720,D14,Property Offense,Other,57
721,D13,Property Offense,Fraud,5
722,D12,Other,Other,20
723,D13,Personal Offense,Assault,12
724,D14,Property Offense,Other,80
725,D13,Property Offense,Fraud,33
726,D12,Other,Other,49
727,D14,Property Offense,Other,98
728,D13,Personal Offense,Assault,110
729,D12,Other,Other,95
730,D13,Property Offense,Fraud,21
731,D13,Personal Offense,Assault,50
732,D12,Other,Other,94
733,D14,Property Offense,Theft,3
734,D13,Property Offense,Fraud,21
735,D13,Personal Offense,Assault,1
736,D12,Other,Other,12
737,D14,Property Offense,Theft,5
738,D13,Property Offense,Other,1
739,D13,Personal Offense,Assault,37
740,D12,Other,Other,4
741,D14,Property Offense,Theft,2
742,D13,Property Offense,Other,62
743,D13,Personal Offense,Attempt Murder,1
744,D12,Other,Other,9
745,D14,Property Offense,Theft,11
746,D13,Property Offense,Other,40
747,D13,Personal Offense,Attempt Murder,2
748,D12,Other,Other,1
749,D14,Property Offense,Theft,5
750,D13,Property Offense,Other,14
751,D13,Personal Offense,Other,29
752,D12,Other,Other,6
753,D14,Property Offense,Theft,7
754,D13,Property Offense,Other,68
755,D13,Personal Offense,Other,17
756,D12,Other,Other,1
757,D14,Property Offense,Theft,4
758,D13,Property Offense,Other,19
759,D13,Personal Offense,Other,9
760,D12,Other,Other,7
761,D14,Property Offense,Theft,1
762,D13,Property Offense,Other,10
763,D13,Personal Offense,Other,23
764,D12,Other,Other,6
765,D14,Property Offense,Theft,6
766,D13,Property Offense,Other,20
767,D13,Personal Offense,Other,6
768,D12,Other,Other,2
769,D14,Property Offense,Theft,3
770,D13,Property Offense,Other,46
771,D13,Personal Offense,Other,2
772,D12,Other,Other,6
773,D12,Other,Other,5
774,D12,Other,Other,17
775,D12,Other,Other,1
776,D12,Other,Other,7
777,D12,Other,Other,2
778,D12,Other,Other,1
779,D12,Other,Other,4
780,D12,Other,Other,1
781,D12,Other,Other,2
782,D12,Other,Other,1
783,D12,Other,Other,2
784,D12,Other,Other,8
785,D12,Other,Other,3
786,D14,Property Offense,Theft,1
787,D13,Property Offense,Other,26
788,D14,Property Offense,Theft,9
