ID,division,crime_category,crime,report_count
18077,D51,Other,Other,9
18078,D52,Property Offense,Break & Enter,3
18079,D51,Personal Offense,Robbery,45
18080,D52,Property Offense,Break & Enter,9
18081,D52,Property Offense,Break & Enter,13
18082,D43,Personal Offense,Other,4
18083,D51,Personal Offense,Robbery,108
18084,D52,Personal Offense,Assault,46
18085,D52,Property Offense,Break & Enter,2
18086,D51,Other,Other,31
18087,D43,Personal Offense,Other,46
18088,D51,Personal Offense,Robbery,135
18089,D52,Personal Offense,Assault,230
18090,D52,Property Offense,Break & Enter,12
18091,D51,Other,Other,51
18092,D43,Personal Offense,Other,106
18093,D51,Personal Offense,Robbery,1
18094,D52,Personal Offense,Assault,533
18095,D52,Property Offense,Fraud,127
18096,D51,Other,Other,68
18097,D43,Personal Offense,Other,8
18098,D51,Personal Offense,Robbery,22
18099,D52,Personal Offense,Attempt Murder,1
18100,D52,Property Offense,Fraud,2
18101,D51,Other,Other,26
18102,D43,Personal Offense,Other,50
18103,D51,Personal Offense,Robbery,26
18104,D52,Personal Offense,Attempt Murder,2
18105,D52,Property Offense,Fraud,32
18106,D51,Other,Other,19
18107,D43,Personal Offense,Robbery,2
18108,D51,Personal Offense,Robbery,2
18109,D52,Personal Offense,Attempt Murder,1
18110,D52,Property Offense,Fraud,106
18111,D51,Other,Other,1
18112,D43,Personal Offense,Robbery,1
18113,D51,Personal Offense,Robbery,21
18114,D52,Personal Offense,Other,1
18115,D52,Property Offense,Fraud,104
18116,D51,Other,Other,9
18117,D43,Personal Offense,Robbery,1
18118,D51,Personal Offense,Sexual Violation,12
18119,D52,Personal Offense,Other,31
18120,D52,Property Offense,Fraud,2
18121,D51,Other,Other,1
18122,D43,Personal Offense,Robbery,1
18123,D52,Personal Offense,Other,2
18124,D51,Personal Offense,Sexual Violation,37
18125,D52,Property Offense,Fraud,129
18126,D51,Other,Other,4
18127,D43,Personal Offense,Robbery,1
18128,D52,Property Offense,Fraud,39
18129,D51,Other,Other,7
18130,D52,Personal Offense,Other,4
18131,D43,Personal Offense,Robbery,1
18132,D51,Personal Offense,Sexual Violation,55
18133,D52,Property Offense,Fraud,162
18134,D51,Other,Other,20
18135,D52,Personal Offense,Other,14
18136,D43,Personal Offense,Robbery,1
18137,D51,Personal Offense,Sexual Violation,78
18138,D52,Property Offense,Fraud,468
18139,D51,Other,Other,2
18140,D52,Personal Offense,Other,43
18141,D43,Personal Offense,Robbery,27
18142,D51,Personal Offense,Sexual Violation,2
18143,D52,Property Offense,Other,134
18144,D52,Controlled Substances,Other,40
18145,D52,Personal Offense,Other,17
18146,D51,Property Offense,Fraud,82
18147,D43,Personal Offense,Robbery,4
18148,D51,Personal Offense,Sexual Violation,16
18149,D52,Property Offense,Other,8
18150,D52,Controlled Substances,Other,10
18151,D52,Personal Offense,Other,23
18152,D51,Property Offense,Fraud,39
18153,D43,Personal Offense,Robbery,8
18154,D51,Personal Offense,Sexual Violation,22
18155,D52,Property Offense,Other,22
18156,D52,Controlled Substances,Other,25
18157,D52,Personal Offense,Other,44
18158,D51,Property Offense,Fraud,39
18159,D43,Personal Offense,Robbery,18
18160,D51,Personal Offense,Sexual Violation,7
18161,D52,Property Offense,Other,70
18162,D52,Controlled Substances,Other,5
18163,D52,Personal Offense,Other,113
18164,D51,Controlled Substances,Other,66
18165,D51,Property Offense,Fraud,110
18166,D43,Personal Offense,Robbery,36
18167,D51,Personal Offense,Sexual Violation,8
18168,D52,Property Offense,Other,184
18169,D52,Controlled Substances,Other,24
18170,D52,Personal Offense,Robbery,3
18171,D51,Controlled Substances,Other,96
18172,D51,Controlled Substances,Other,184
18173,D51,Controlled Substances,Other,2
18174,D51,Controlled Substances,Other,28
18175,D51,Controlled Substances,Other,11
18176,D51,Controlled Substances,Other,3
18177,D51,Controlled Substances,Other,15
18178,D51,Property Offense,Theft,19
18179,D51,Property Offense,Theft,30
18180,D51,Property Offense,Theft,50
18181,D51,Property Offense,Theft,55
18182,D51,Property Offense,Theft,1
18183,D51,Property Offense,Theft,9
18184,D51,Property Offense,Theft,10
18185,D51,Property Offense,Theft,7
18186,D51,Property Offense,Theft,19
18187,D51,Property Offense,Break & Enter,15
18188,D51,Property Offense,Break & Enter,45
18189,D51,Property Offense,Break & Enter,35
18190,D51,Property Offense,Break & Enter,62
18191,D51,Property Offense,Break & Enter,58
18192,D51,Property Offense,Break & Enter,9
18193,D51,Property Offense,Break & Enter,31
18194,D51,Property Offense,Break & Enter,9
18195,D51,Property Offense,Break & Enter,23
18196,D51,Property Offense,Break & Enter,71
18197,D51,Property Offense,Break & Enter,45
18198,D51,Property Offense,Break & Enter,4
18199,D51,Property Offense,Break & Enter,10
18200,D51,Property Offense,Break & Enter,1
18201,D51,Property Offense,Break & Enter,29
18202,D51,Property Offense,Break & Enter,13
18203,D51,Property Offense,Break & Enter,3
18204,D51,Property Offense,Break & Enter,3
18205,D51,Property Offense,Break & Enter,16
18206,D51,Property Offense,Break & Enter,2
18207,D51,Property Offense,Break & Enter,5
18208,D51,Property Offense,Break & Enter,4
18209,D51,Property Offense,Break & Enter,8
18210,D51,Property Offense,Break & Enter,14
18211,D51,Property Offense,Break & Enter,14
18212,D51,Property Offense,Break & Enter,2
18213,D51,Property Offense,Break & Enter,7
18214,D51,Property Offense,Break & Enter,3
18215,D51,Property Offense,Break & Enter,6
18216,D51,Property Offense,Fraud,72
18217,D51,Property Offense,Fraud,220
18218,D51,Property Offense,Fraud,248
18219,D51,Property Offense,Fraud,193
18220,D43,Personal Offense,Robbery,3
18221,D51,Property Offense,Other,250
18222,D52,Controlled Substances,Other,1
18223,D52,Property Offense,Other,7
18224,D43,Personal Offense,Robbery,5
18225,D52,Personal Offense,Robbery,1
18226,D51,Property Offense,Other,200
18227,D51,Personal Offense,Sexual Violation,1
18228,D51,Property Offense,Other,367
18229,D52,Personal Offense,Robbery,2
18230,D52,Property Offense,Other,186
18231,D43,Personal Offense,Robbery,13
18232,D51,Property Offense,Other,581
18233,D51,Traffic Violation,Other,7
18234,D52,Controlled Substances,Other,16
18235,D52,Personal Offense,Robbery,1
18236,D52,Property Offense,Other,93
18237,D43,Personal Offense,Robbery,5
18238,D51,Property Offense,Other,5
18239,D51,Traffic Violation,Other,6
18240,D52,Controlled Substances,Other,2
18241,D52,Personal Offense,Robbery,4
18242,D52,Property Offense,Other,134
18243,D43,Personal Offense,Robbery,9
18244,D51,Property Offense,Other,142
18245,D51,Traffic Violation,Other,20
18246,D52,Controlled Substances,Other,31
18247,D52,Personal Offense,Robbery,1
18248,D52,Property Offense,Other,393
18249,D43,Personal Offense,Robbery,45
18250,D51,Property Offense,Other,127
18251,D51,Traffic Violation,Other,19
18252,D52,Controlled Substances,Other,52
18253,D52,Personal Offense,Robbery,22
18254,D52,Property Offense,Theft,9
18255,D43,Personal Offense,Robbery,3
18256,D51,Property Offense,Other,20
18257,D51,Traffic Violation,Other,3
18258,D52,Property Offense,Theft,17
18259,D52,Personal Offense,Robbery,4
18260,D52,Property Offense,Theft,14
18261,D43,Personal Offense,Robbery,33
18262,D51,Property Offense,Other,148
18263,D51,Traffic Violation,Other,2
18264,D52,Property Offense,Theft,2
18265,D52,Personal Offense,Robbery,14
18266,D52,Personal Offense,Robbery,15
18267,D52,Personal Offense,Robbery,24
18268,D52,Personal Offense,Robbery,2
18269,D52,Personal Offense,Robbery,9
18270,D52,Personal Offense,Robbery,5
18271,D52,Personal Offense,Robbery,32
18272,D52,Personal Offense,Robbery,71
18273,D52,Personal Offense,Sexual Violation,30
18274,D52,Personal Offense,Sexual Violation,2
18275,D52,Personal Offense,Sexual Violation,4
18276,D52,Personal Offense,Sexual Violation,10
18277,D52,Personal Offense,Sexual Violation,24
18278,D52,Personal Offense,Sexual Violation,3
18279,D52,Personal Offense,Sexual Violation,32
18280,D52,Personal Offense,Sexual Violation,7
18281,D52,Personal Offense,Sexual Violation,27
18282,D52,Personal Offense,Sexual Violation,69
18283,D52,Traffic Violation,Other,6
18284,D52,Traffic Violation,Other,2
18285,D52,Traffic Violation,Other,2
18286,D52,Traffic Violation,Other,12
18287,D52,Traffic Violation,Other,10
18288,D52,Traffic Violation,Other,8
18289,D52,Traffic Violation,Other,15
18290,D52,Property Offense,Theft,15
18291,D52,Property Offense,Theft,1
18292,D51,Traffic Violation,Other,5
18293,D52,Property Offense,Theft,3
18294,D52,Property Offense,Theft,9
18295,D51,Traffic Violation,Other,8
18296,D52,Property Offense,Theft,6
18297,D52,Property Offense,Theft,13
18298,D51,Other,Other,84
18299,D52,Property Offense,Theft,7
18300,D52,Property Offense,Theft,4
18301,D51,Other,Other,179
18302,D52,Property Offense,Theft,14
18303,D52,Property Offense,Theft,1
18304,D51,Other,Other,300
18305,D52,Property Offense,Theft,44
18306,D52,Property Offense,Theft,23
18307,D51,Other,Other,458
18308,D52,Property Offense,Theft,488
18309,D52,Property Offense,Theft,28
18310,D52,Property Offense,Break & Enter,27
18311,D52,Property Offense,Break & Enter,21
18312,D52,Property Offense,Break & Enter,33
18313,D52,Property Offense,Break & Enter,4
18314,D52,Property Offense,Break & Enter,4
18315,D52,Property Offense,Break & Enter,31
18316,D52,Property Offense,Break & Enter,18
18317,D52,Property Offense,Break & Enter,27
18318,D52,Property Offense,Break & Enter,20
18319,D52,Property Offense,Break & Enter,99
18320,D52,Property Offense,Break & Enter,1
18321,D52,Property Offense,Break & Enter,8
18322,D52,Property Offense,Break & Enter,1
18323,D52,Property Offense,Break & Enter,67
18324,D52,Property Offense,Break & Enter,69
18325,D52,Property Offense,Break & Enter,2
18326,D52,Property Offense,Break & Enter,5
18327,D52,Property Offense,Break & Enter,1
18328,D51,Property Offense,Other,1
18329,D43,Personal Offense,Sexual Violation,3
18330,D52,Property Offense,Theft,16
18331,D51,Property Offense,Theft,6
18332,D43,Personal Offense,Sexual Violation,22
18333,D52,Property Offense,Theft,71
18334,D51,Property Offense,Theft,21
18335,D43,Personal Offense,Sexual Violation,3
18336,D52,Property Offense,Theft,280
18337,D51,Property Offense,Theft,21
18338,D43,Personal Offense,Sexual Violation,12
18339,D52,Property Offense,Theft,890
18340,D51,Property Offense,Theft,36
18341,D43,Personal Offense,Sexual Violation,15
18342,D52,Property Offense,Theft,19
18343,D51,Property Offense,Theft,3
18344,D43,Personal Offense,Sexual Violation,25
18345,D52,Property Offense,Theft,264
18346,D51,Property Offense,Theft,4
18347,D43,Personal Offense,Sexual Violation,13
18348,D52,Property Offense,Theft,372
18349,D51,Property Offense,Theft,6
18350,D43,Personal Offense,Sexual Violation,14
18351,D52,Property Offense,Theft,650
18352,D51,Property Offense,Theft,11
18353,D43,Personal Offense,Sexual Violation,15
18354,D51,Property Offense,Theft,507
18355,D52,Property Offense,Theft,3167
18356,D43,Personal Offense,Sexual Violation,1
18357,D51,Property Offense,Theft,2582
18358,D51,Other,Other,3
18359,D51,Property Offense,Theft,1454
18360,D52,Personal Offense,Assault,119
18361,D43,Personal Offense,Sexual Violation,16
18362,D51,Other,Other,98
18363,D51,Property Offense,Theft,1126
18364,D52,Personal Offense,Assault,23
18365,D43,Personal Offense,Sexual Violation,56
18366,D51,Other,Other,75
18367,D51,Property Offense,Theft,8
18368,D52,Personal Offense,Assault,74
18369,D43,Personal Offense,Sexual Violation,4
18370,D51,Other,Other,7
18371,D51,Property Offense,Theft,260
18372,D52,Personal Offense,Assault,85
18373,D43,Personal Offense,Sexual Violation,25
18374,D51,Other,Other,101
18375,D51,Property Offense,Theft,296
18376,D52,Personal Offense,Assault,191
18377,D43,Traffic Violation,Other,5
18378,D51,Other,Other,11
18379,D51,Property Offense,Theft,251
18380,D52,Personal Offense,Assault,10
18381,D43,Traffic Violation,Other,5
18382,D51,Property Offense,Theft,770
18383,D51,Property Offense,Theft,1
18384,D51,Property Offense,Theft,1
18385,D51,Personal Offense,Assault,99
18386,D51,Personal Offense,Assault,303
18387,D51,Personal Offense,Assault,394
18388,D51,Personal Offense,Assault,491
18389,D51,Personal Offense,Assault,8
18390,D51,Personal Offense,Assault,149
18391,D51,Personal Offense,Assault,117
18392,D51,Personal Offense,Assault,76
18393,D51,Personal Offense,Assault,136
18394,D51,Personal Offense,Assault,1
18395,D51,Personal Offense,Attempt Murder,2
18396,D51,Personal Offense,Attempt Murder,1
18397,D51,Personal Offense,Attempt Murder,3
18398,D51,Personal Offense,Attempt Murder,3
18399,D51,Personal Offense,Attempt Murder,5
18400,D51,Personal Offense,Attempt Murder,1
18401,D53,Property Offense,Theft,2
18402,D53,Property Offense,Theft,3
18403,D53,Property Offense,Theft,9
18404,D53,Property Offense,Theft,5
18405,D53,Property Offense,Theft,11
18406,D53,Property Offense,Theft,3
18407,D53,Property Offense,Theft,4
18408,D53,Property Offense,Theft,5
18409,D53,Property Offense,Theft,3
18410,D53,Personal Offense,Sexual Violation,10
18411,D53,Personal Offense,Other,36
18412,D53,Property Offense,Theft,718
18413,D53,Property Offense,Theft,5
18414,D53,Property Offense,Theft,19
18415,D53,Personal Offense,Sexual Violation,2
18416,D53,Personal Offense,Other,5
18417,D53,Property Offense,Theft,32
18418,D53,Traffic Violation,Other,5
18419,D53,Personal Offense,Other,4
18420,D53,Property Offense,Theft,31
18421,D53,Traffic Violation,Other,2
18422,D53,Personal Offense,Other,7
18423,D53,Property Offense,Theft,7
18424,D53,Traffic Violation,Other,4
18425,D53,Personal Offense,Other,9
18426,D53,Property Offense,Theft,37
18427,D53,Traffic Violation,Other,1
18428,D53,Personal Offense,Other,3
18429,D53,Property Offense,Theft,19
18430,D53,Traffic Violation,Other,1
18431,D53,Personal Offense,Other,14
18432,D53,Property Offense,Theft,72
18433,D53,Traffic Violation,Other,3
18434,D53,Personal Offense,Other,11
18435,D52,Traffic Violation,Other,16
18436,D53,Property Offense,Theft,78
18437,D53,Traffic Violation,Other,5
18438,D53,Personal Offense,Other,12
18439,D52,Other,Other,314
18440,D53,Property Offense,Theft,183
18441,D53,Traffic Violation,Other,2
18442,D53,Property Offense,Break & Enter,2
18443,D53,Personal Offense,Other,2
18444,D52,Other,Other,11
18445,D53,Property Offense,Theft,2
18446,D53,Other,Other,1
18447,D53,Property Offense,Theft,4
18448,D55,Property Offense,Break & Enter,19
18449,D53,Traffic Violation,Other,3
18450,D53,Traffic Violation,Other,15
18451,D53,Traffic Violation,Other,7
18452,D53,Traffic Violation,Other,8
18453,D53,Traffic Violation,Other,4
18454,D53,Traffic Violation,Other,3
18455,D53,Other,Other,74
18456,D53,Other,Other,2
18457,D53,Other,Other,6
18458,D53,Other,Other,10
18459,D53,Other,Other,7
18460,D53,Other,Other,1
18461,D53,Other,Other,5
18462,D53,Other,Other,1
18463,D53,Other,Other,8
18464,D53,Other,Other,18
18465,D53,Other,Other,20
18466,D53,Other,Other,1
18467,D53,Other,Other,19
18468,D53,Other,Other,113
18469,D53,Other,Other,35
18470,D53,Other,Other,61
18471,D53,Other,Other,43
18472,D53,Other,Other,12
18473,D53,Other,Other,15
18474,D53,Other,Other,2
18475,D53,Other,Other,1
18476,D53,Other,Other,1
18477,D53,Other,Other,2
18478,D53,Other,Other,3
18479,D53,Other,Other,2
18480,D53,Other,Other,1
18481,D53,Other,Other,1
18482,D53,Other,Other,5
18483,D53,Other,Other,13
18484,D53,Other,Other,5
18485,D53,Other,Other,3
18486,D53,Other,Other,6
18487,D53,Other,Other,1
18488,D53,Other,Other,1
18489,D53,Property Offense,Break & Enter,4
18490,D53,Other,Other,3
18491,D53,Property Offense,Theft,3
18492,D52,Other,Other,57
18493,D53,Property Offense,Theft,92
18494,D53,Personal Offense,Other,12
18495,D53,Property Offense,Theft,31
18496,D53,Property Offense,Theft,1083
18497,D55,Controlled Substances,Other,20
18498,D52,Other,Other,27
18499,D53,Personal Offense,Other,25
18500,D53,Property Offense,Theft,265
18501,D53,Property Offense,Theft,15
18502,D53,Property Offense,Break & Enter,4
18503,D55,Controlled Substances,Other,2
18504,D52,Other,Other,127
18505,D53,Personal Offense,Other,23
18506,D53,Property Offense,Theft,301
18507,D53,Property Offense,Theft,13
18508,D53,Property Offense,Break & Enter,4
18509,D55,Controlled Substances,Other,11
18510,D52,Other,Other,7
18511,D53,Personal Offense,Other,23
18512,D53,Property Offense,Theft,11
18513,D53,Property Offense,Theft,11
18514,D53,Property Offense,Break & Enter,2
18515,D55,Controlled Substances,Other,8
18516,D52,Other,Other,92
18517,D53,Personal Offense,Other,25
18518,D53,Property Offense,Theft,1
18519,D53,Property Offense,Theft,6
18520,D53,Property Offense,Break & Enter,3
18521,D55,Controlled Substances,Other,22
18522,D52,Other,Other,26
18523,D53,Personal Offense,Other,8
18524,D53,Property Offense,Theft,294
18525,D53,Property Offense,Break & Enter,40
18526,D53,Property Offense,Break & Enter,1
18527,D55,Controlled Substances,Other,25
18528,D52,Other,Other,105
18529,D53,Personal Offense,Robbery,2
18530,D53,Property Offense,Theft,146
18531,D53,Property Offense,Break & Enter,2
18532,D53,Property Offense,Break & Enter,2
18533,D55,Controlled Substances,Other,24
18534,D52,Other,Other,1659
18535,D53,Personal Offense,Robbery,1
18536,D53,Personal Offense,Assault,139
18537,D53,Property Offense,Break & Enter,6
18538,D53,Property Offense,Fraud,148
18539,D53,Property Offense,Fraud,2
18540,D55,Controlled Substances,Other,1
18541,D53,Property Offense,Fraud,14
18542,D52,Other,Other,23
18543,D53,Personal Offense,Robbery,1
18544,D53,Property Offense,Break & Enter,1
18545,D55,Controlled Substances,Other,3
18546,D52,Other,Other,5
18547,D53,Property Offense,Fraud,11
18548,D53,Personal Offense,Assault,4
18549,D55,Controlled Substances,Other,15
18550,D52,Other,Other,10
18551,D53,Property Offense,Break & Enter,5
18552,D53,Personal Offense,Robbery,1
18553,D53,Property Offense,Fraud,18
18554,D53,Personal Offense,Assault,3
18555,D55,Controlled Substances,Other,3
18556,D52,Other,Other,6
18557,D53,Property Offense,Break & Enter,12
18558,D53,Personal Offense,Robbery,1
18559,D53,Property Offense,Fraud,7
18560,D53,Personal Offense,Assault,17
18561,D55,Controlled Substances,Other,8
18562,D52,Other,Other,17
18563,D53,Property Offense,Break & Enter,32
18564,D53,Personal Offense,Robbery,17
18565,D53,Property Offense,Fraud,14
18566,D53,Personal Offense,Assault,11
18567,D55,Controlled Substances,Other,5
18568,D52,Other,Other,1
18569,D53,Property Offense,Break & Enter,10
18570,D53,Personal Offense,Robbery,1
18571,D53,Property Offense,Fraud,9
18572,D53,Personal Offense,Assault,9
18573,D55,Controlled Substances,Other,46
18574,D53,Property Offense,Break & Enter,28
18575,D53,Personal Offense,Robbery,7
18576,D52,Other,Other,17
18577,D53,Property Offense,Fraud,37
18578,D53,Personal Offense,Assault,17
18579,D55,Controlled Substances,Other,23
18580,D53,Property Offense,Break & Enter,5
18581,D53,Personal Offense,Robbery,1
18582,D53,Personal Offense,Robbery,5
18583,D53,Personal Offense,Robbery,7
18584,D53,Personal Offense,Robbery,6
18585,D53,Personal Offense,Robbery,2
18586,D53,Personal Offense,Robbery,3
18587,D53,Personal Offense,Robbery,6
18588,D53,Personal Offense,Robbery,20
18589,D53,Personal Offense,Robbery,14
18590,D53,Personal Offense,Robbery,3
18591,D53,Personal Offense,Robbery,27
18592,D53,Personal Offense,Robbery,1
18593,D53,Personal Offense,Sexual Violation,30
18594,D53,Personal Offense,Sexual Violation,2
18595,D53,Personal Offense,Sexual Violation,3
18596,D53,Personal Offense,Sexual Violation,1
18597,D53,Personal Offense,Sexual Violation,5
18598,D53,Personal Offense,Sexual Violation,4
18599,D53,Personal Offense,Sexual Violation,3
18600,D53,Personal Offense,Sexual Violation,7
18601,D53,Personal Offense,Sexual Violation,3
18602,D53,Personal Offense,Sexual Violation,5
18603,D53,Personal Offense,Sexual Violation,15
18604,D53,Personal Offense,Sexual Violation,12
18605,D53,Personal Offense,Sexual Violation,12
18606,D53,Personal Offense,Sexual Violation,1
18607,D52,Other,Other,5
18608,D55,Controlled Substances,Other,6
18609,D53,Personal Offense,Assault,2
18610,D53,Property Offense,Fraud,33
18611,D53,Property Offense,Break & Enter,5
18612,D52,Other,Other,21
18613,D55,Controlled Substances,Other,4
18614,D53,Personal Offense,Assault,12
18615,D53,Property Offense,Fraud,38
18616,D53,Property Offense,Break & Enter,7
18617,D52,Other,Other,62
18618,D55,Controlled Substances,Other,5
18619,D53,Personal Offense,Assault,34
18620,D53,Property Offense,Fraud,3
18621,D53,Property Offense,Break & Enter,38
18622,D52,Other,Other,12
18623,D55,Controlled Substances,Other,3
18624,D53,Personal Offense,Assault,35
18625,D53,Property Offense,Fraud,46
18626,D52,Other,Other,1
18627,D55,Property Offense,Theft,10
18628,D53,Personal Offense,Assault,3
18629,D53,Property Offense,Break & Enter,3
18630,D55,Property Offense,Theft,7
18631,D53,Personal Offense,Assault,50
18632,D52,Other,Other,4
18633,D53,Property Offense,Break & Enter,1
18634,D53,Property Offense,Fraud,98
18635,D55,Property Offense,Theft,11
18636,D53,Personal Offense,Assault,122
18637,D52,Other,Other,1
18638,D53,Property Offense,Break & Enter,4
18639,D53,Property Offense,Fraud,76
18640,D55,Property Offense,Theft,18
18641,D53,Personal Offense,Assault,78
18642,D52,Other,Other,2
18643,D53,Property Offense,Break & Enter,4
18644,D53,Property Offense,Fraud,59
18645,D55,Property Offense,Theft,33
18646,D53,Personal Offense,Assault,81
18647,D52,Other,Other,2
18648,D53,Property Offense,Break & Enter,6
18649,D53,Property Offense,Fraud,1
18650,D55,Property Offense,Theft,10
18651,D53,Personal Offense,Assault,7
18652,D52,Other,Other,9
18653,D53,Property Offense,Break & Enter,13
18654,D53,Property Offense,Fraud,87
18655,D55,Property Offense,Theft,17
18656,D53,Personal Offense,Assault,57
18657,D53,Controlled Substances,Other,16
18658,D53,Property Offense,Break & Enter,6
18659,D53,Property Offense,Fraud,36
18660,D55,Property Offense,Theft,13
18661,D53,Personal Offense,Assault,24
18662,D53,Controlled Substances,Other,1
18663,D53,Property Offense,Break & Enter,17
18664,D53,Property Offense,Other,149
18665,D55,Property Offense,Theft,20
18666,D53,Personal Offense,Attempt Murder,1
18667,D53,Controlled Substances,Other,1
18668,D53,Property Offense,Break & Enter,17
18669,D53,Property Offense,Other,4
18670,D55,Property Offense,Theft,11
18671,D53,Controlled Substances,Other,2
18672,D53,Property Offense,Break & Enter,16
18673,D53,Property Offense,Other,7
18674,D55,Property Offense,Theft,8
18675,D53,Controlled Substances,Other,1
18676,D53,Property Offense,Other,9
18677,D53,Property Offense,Break & Enter,13
18678,D55,Property Offense,Theft,39
18679,D53,Controlled Substances,Other,1
18680,D53,Property Offense,Other,12
18681,D53,Property Offense,Break & Enter,10
18682,D55,Property Offense,Theft,15
18683,D53,Controlled Substances,Other,5
18684,D53,Property Offense,Other,2
18685,D53,Property Offense,Break & Enter,23
18686,D55,Property Offense,Theft,35
18687,D53,Controlled Substances,Other,3
18688,D53,Property Offense,Other,13
18689,D53,Property Offense,Break & Enter,16
18690,D55,Property Offense,Theft,5
18691,D53,Controlled Substances,Other,12
18692,D53,Property Offense,Other,9
18693,D53,Property Offense,Break & Enter,15
18694,D55,Property Offense,Theft,12
18695,D53,Controlled Substances,Other,4
18696,D53,Property Offense,Other,28
18697,D53,Property Offense,Break & Enter,10
18698,D55,Property Offense,Theft,2
18699,D53,Controlled Substances,Other,33
18700,D53,Property Offense,Other,36
18701,D53,Property Offense,Break & Enter,1
18702,D55,Property Offense,Break & Enter,11
18703,D53,Controlled Substances,Other,9
18704,D53,Property Offense,Other,49
18705,D53,Property Offense,Break & Enter,13
18706,D55,Property Offense,Break & Enter,2
18707,D53,Controlled Substances,Other,2
18708,D53,Property Offense,Other,1
18709,D53,Property Offense,Break & Enter,28
18710,D55,Property Offense,Break & Enter,7
18711,D53,Property Offense,Theft,19
18712,D53,Property Offense,Other,39
18713,D53,Property Offense,Break & Enter,21
18714,D55,Property Offense,Break & Enter,6
18715,D53,Property Offense,Theft,11
18716,D53,Property Offense,Other,122
18717,D55,Property Offense,Break & Enter,28
18718,D53,Property Offense,Break & Enter,7
18719,D55,Property Offense,Break & Enter,15
18720,D53,Property Offense,Theft,5
18721,D53,Property Offense,Break & Enter,31
18722,D53,Property Offense,Other,49
18723,D55,Property Offense,Break & Enter,12
18724,D53,Property Offense,Theft,10
18725,D53,Property Offense,Break & Enter,1
18726,D53,Property Offense,Other,62
18727,D55,Property Offense,Break & Enter,4
18728,D53,Property Offense,Theft,5
18729,D53,Property Offense,Break & Enter,5
18730,D53,Property Offense,Other,5
18731,D55,Property Offense,Break & Enter,10
18732,D53,Property Offense,Theft,13
18733,D53,Property Offense,Break & Enter,7
18734,D53,Property Offense,Other,77
18735,D55,Property Offense,Break & Enter,4
18736,D53,Property Offense,Theft,30
18737,D53,Property Offense,Break & Enter,4
18738,D53,Property Offense,Other,29
18739,D55,Property Offense,Break & Enter,6
18740,D53,Property Offense,Theft,41
18741,D53,Property Offense,Break & Enter,3
18742,D53,Property Offense,Theft,39
18743,D55,Property Offense,Break & Enter,27
18744,D53,Property Offense,Theft,15
18745,D53,Property Offense,Break & Enter,1
18746,D53,Property Offense,Theft,1
18747,D53,Property Offense,Break & Enter,1
18748,D53,Property Offense,Theft,2
18749,D53,Property Offense,Break & Enter,2
18750,D53,Property Offense,Theft,2
18751,D53,Property Offense,Break & Enter,2
18752,D55,Property Offense,Break & Enter,5
18753,D55,Property Offense,Break & Enter,6
18754,D55,Property Offense,Break & Enter,8
18755,D55,Property Offense,Break & Enter,5
18756,D55,Property Offense,Break & Enter,6
18757,D55,Property Offense,Break & Enter,2
18758,D55,Property Offense,Break & Enter,15
18759,D55,Property Offense,Break & Enter,3
18760,D55,Property Offense,Break & Enter,23
18761,D55,Property Offense,Break & Enter,10
18762,D55,Property Offense,Break & Enter,13
18763,D55,Property Offense,Break & Enter,9
18764,D55,Property Offense,Break & Enter,9
18765,D55,Property Offense,Break & Enter,7
18766,D55,Property Offense,Break & Enter,25
18767,D55,Property Offense,Break & Enter,17
18768,D55,Property Offense,Break & Enter,19
18769,D55,Property Offense,Break & Enter,7
18770,D55,Property Offense,Break & Enter,4
18771,D55,Property Offense,Break & Enter,1
18772,D55,Property Offense,Break & Enter,5
18773,D55,Property Offense,Break & Enter,3
18774,D55,Property Offense,Break & Enter,8
18775,D55,Property Offense,Break & Enter,6
18776,D55,Property Offense,Break & Enter,19
18777,D55,Property Offense,Break & Enter,9
18778,D55,Property Offense,Break & Enter,12
18779,D55,Property Offense,Break & Enter,7
18780,D55,Property Offense,Break & Enter,13
18781,D55,Property Offense,Break & Enter,7
18782,D55,Property Offense,Break & Enter,31
18783,D55,Property Offense,Break & Enter,6
18784,D55,Property Offense,Break & Enter,17
18785,D55,Property Offense,Break & Enter,8
18786,D55,Property Offense,Break & Enter,5
18787,D55,Property Offense,Break & Enter,5
18788,D55,Property Offense,Break & Enter,1
18789,D55,Property Offense,Break & Enter,3
18790,D55,Property Offense,Break & Enter,9
18791,D55,Property Offense,Break & Enter,7
18792,D55,Property Offense,Break & Enter,5
18793,D55,Property Offense,Break & Enter,1
18794,D55,Property Offense,Break & Enter,4
18795,D55,Property Offense,Break & Enter,7
18796,D55,Property Offense,Break & Enter,2
18797,D55,Property Offense,Break & Enter,4
18798,D55,Property Offense,Break & Enter,3
18799,D55,Property Offense,Fraud,30
18800,D55,Property Offense,Fraud,38
18801,D55,Personal Offense,Sexual Violation,16
18802,D55,Personal Offense,Sexual Violation,11
18803,D55,Personal Offense,Sexual Violation,3
18804,D55,Personal Offense,Sexual Violation,24
18805,D55,Personal Offense,Sexual Violation,10
18806,D55,Personal Offense,Sexual Violation,5
18807,D55,Personal Offense,Sexual Violation,8
18808,D55,Personal Offense,Sexual Violation,14
18809,D55,Personal Offense,Sexual Violation,7
18810,D55,Traffic Violation,Other,2
18811,D55,Traffic Violation,Other,4
